#ClinGen Gene Curation Results
#24 Nov,2021
#Genomic Locations are reported on GRCh37 (hg19): GCF_000001405.13
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Loss phenotype OMIM ID	Triplosensitive phenotype OMIM ID
NRXN1	9378	2p16.3	chr2:50145643-51259674	3	Sufficient evidence for dosage pathogenicity	20162629	18057082	20468056	21424692	27869829	24768552	0	No evidence available							2021-06-08		
NSD1	64324	5q35.3	chr5:176560080-176727214	3	Sufficient evidence for dosage pathogenicity	11896389	17565729	23190751				0	No evidence available							2020-07-27	117550	
NSDHL	50814	Xq28	chrX:151999511-152037907	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2019-09-25	308050	
NTAN1	123803	16p13.11	chr16:15131710-15149936	0	No evidence available							0	No evidence available							2018-09-17		
NTHL1	4913	16p13.3	chr16:2089816-2097870	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-07-06	616415	
NUDT13	25961	10q22.2	chr10:74870133-74891586	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
NXF5	55998	Xq22.1	chrX:101087085-101112549	1	Little evidence for dosage pathogenicity	11566096						0	No evidence available							2012-05-17		
NYX	60506	Xp11.4	chrX:41306713-41334905	3	Sufficient evidence for dosage pathogenicity	11062472	11062471	18617546				0	No evidence available							2020-01-22	310500	
OAT	4942	10q26.13	chr10:126085872-126107545	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	258870	
OBSL1	23363	2q35	chr2:220415450-220436268	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	612921	
OCA2	4948	15q12-q13.1	chr15:28000021-28344458	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	203200	
OCLN	100506658	5q13.2	chr5:68788119-68853931	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	251290	
OCRL	4952	Xq26.1	chrX:128674232-128726538	3	Sufficient evidence for dosage pathogenicity	10923037	21031565	31674016				0	No evidence available							2021-01-12	309000	
OFD1	8481	Xp22.2	chrX:13752832-13787480	3	Sufficient evidence for dosage pathogenicity	11179005	11950863	18546297	23033313			0	No evidence available							2021-04-13	311200	
OPHN1	4983	Xq12	chrX:67262186-67653299	3	Sufficient evidence for dosage pathogenicity	9582072	16221952	20528889				0	No evidence available							2012-07-27	300486	
OR5AU1	390445	14q11.2	chr14:21623096-21624184	0	No evidence available							0	No evidence available							2015-03-11		
ORC4	5000	2q23.1	chr2:148687966-148779173	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-11-05	613800	
ORC6	23594	16q11.2	chr16:46723558-46732306	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	613803	
OSBPL5	114879	11p15.4	chr11:3108346-3186582	0	No evidence available							0	No evidence available							2012-09-06		
OSTM1	28962	6q21	chr6:108362613-108395941	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	259720	
OTC	5009	Xp11.4	chrX:38211736-38280703	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	311250	
OTOA	146183	16p12.2	chr16:21689835-21772050	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	607039	
OTOF	9381	2p23.3	chr2:26680071-26781566	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	601071	
OTOGL	283310	12q21.31	chr12:80603233-80772870	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614944	
OTUD7A	161725	15q13.3	chr15:31767601-32162875	0	No evidence available							0	No evidence available							2018-04-27		
OTX2	5015	14q22.3	chr14:57267425-57277194	3	Sufficient evidence for dosage pathogenicity	24033328	19956411	18781617				0	No evidence available							2020-09-08	610125	
OXCT1	5019	5p13.1	chr5:41730167-41870791	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	245050	
P3H1	64175	1p34.2	chr1:43212006-43232755	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-11	610915	
PAFAH1B1	5048	17p13.3	chr17:2496923-2588909	3	Sufficient evidence for dosage pathogenicity	11754098	19667223					0	No evidence available							2020-10-13	607432	613215
PAH	5053	12q23.2	chr12:103232104-103311381	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-08-28	261600	
PAK2	5062	3q29	chr3:196466728-196559518	1	Little evidence for dosage pathogenicity	21841781						1	Little evidence for dosage pathogenicity	21841781						2011-12-27		
PAK3	5063	Xq23	chrX:110187469-110470589	2	Some evidence for dosage pathogenicity	18523455	9731525	27753653				0	No evidence available							2019-12-09	300558	
PARK7	11315	1p36.23	chr1:8021714-8045342	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	606324	
PAX1	5075	20p11.22	chr20:21686297-21699124	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615560	
PAX2	5076	10q24.31	chr10:102495466-102589698	3	Sufficient evidence for dosage pathogenicity	21285886	11241473	22213154				0	No evidence available							2020-02-26		
PAX3	5077	2q36.1	chr2:223064606-223163715	3	Sufficient evidence for dosage pathogenicity	1347148	8490648	8533800				0	No evidence available							2020-05-27	193500	
PAX6	5080	11p13	chr11:31806340-31839509	3	Sufficient evidence for dosage pathogenicity							1	Little evidence for dosage pathogenicity	21271670						2015-11-05	106210	
PAX8	7849	2q14.1	chr2:113973574-114036498	1	Little evidence for dosage pathogenicity	9590296	22898500	33029631	15531527	26362610	28444304	0	No evidence available							2021-11-09		
PAX9	5083	14q13.3	chr14:37126773-37147012	3	Sufficient evidence for dosage pathogenicity	28910570	11781684	24028587				0	No evidence available							2020-07-08	604625	
PBX1	5087	1q23.3	chr1:164528597-164821067	3	Sufficient evidence for dosage pathogenicity	29036646	28566479	28270404				0	No evidence available							2019-09-05		
PC	5091	11q13.2	chr11:66615997-66725847	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	266150	
PCARE	388939	2p23.2	chr2:29284556-29297127	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-09-25	613428	
PCCA	5095	13q32.3	chr13:100741269-101182691	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	606054	
PCDH15	65217	10q21.1	chr10:55562531-56561051	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	602083	
PCDH19	57526	Xq22.1	chrX:99546642-99665271	3	Sufficient evidence for dosage pathogenicity	18469813	19214208	23712037				0	No evidence available							2013-06-06	300088	
PCDH9	5101	13q21.32	chr13:66876966-67804468	0	No evidence available							0	No evidence available							2012-06-07		
PCDHGA8	9708	5q31.3	chr5:140771483-140892546	40	Dosage sensitivity unlikely	32487729	25807282	28406212	32461654			0	No evidence available							2021-02-02		
PCSK9	255738	1p32.3	chr1:55505149-55530526	40	Dosage sensitivity unlikely	19191301	15654334					0	No evidence available							2015-12-17		
PCYT1A	5130	3q29	chr3:195964616-196014623	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	608940	
PDE4D	5144	5q11.2-q12.1	chr5:58264865-59783925	0	No evidence available							0	No evidence available							2018-02-02		
PDE6C	5146	10q23.33	chr10:95372345-95425430	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613093	
PDHA1	5160	Xp22.12	chrX:19362011-19379825	3	Sufficient evidence for dosage pathogenicity	1907799	9686362	10679936				0	No evidence available							2012-09-06	312170	
PDHX	8050	11p13	chr11:34937677-35017675	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	245349	
PDP1	54704	8q22.1	chr8:94929083-94938296	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	608782	
PDSS2	57107	6q21	chr6:107473761-107780779	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614652	
PDX1	3651	13q12.2	chr13:28494168-28500451	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	260370	
PEG10	23089	7q21.3	chr7:94285637-94299007	0	No evidence available							0	No evidence available							2012-08-22		
PEG3	5178	19q13.43	chr19:57321445-57352094	0	No evidence available							0	No evidence available							2012-05-17		
PEPD	5184	19q13.11	chr19:33877855-34012799	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	170100	
PEX1	5189	7q21.2	chr7:92116337-92157845	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22		
PEX11B	8799	1q21.1	chr1:145516165-145523732	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614920	
PEX14	5195	1p36.22	chr1:10535003-10690815	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614887	
PEX16	9409	11p11.2	chr11:45931220-45939674	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22		
PEX26	55670	22q11.21	chr22:18560686-18573797	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22		
PEX3	8504	6q24.2	chr6:143771918-143811753	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	617370	
PEX7	5191	6q23.3	chr6:137143702-137235072	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614879	
PGAP3	93210	17q12	chr17:37827375-37844323	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	615716	
PGK1	5230	Xq21.1	chrX:77359666-77382324	2	Some evidence for dosage pathogenicity	10720297	16567715	26883264	31658606			0	No evidence available							2021-05-26	300653	
PGM1	5236	1p31.3	chr1:64058947-64125916	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614921	
PGM3	5238	6q14.1	chr6:83874592-83903655	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615816	
PHC1	1911	12p13.31	chr12:9067316-9094063	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	615414	
PHEX	5251	Xp22.11	chrX:22050562-22269427	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	307800	
PHF2	5253	9q22.31	chr9:96338909-96441869	1	Little evidence for dosage pathogenicity	25363768	27824329					0	No evidence available							2019-02-27		
PHF21A	51317	11p11.2	chr11:45950870-46142985	2	Some evidence for dosage pathogenicity	30487643	25262651	25363768				0	No evidence available							2020-05-27		
PHF3	23469	6q12	chr6:64345707-64425418	1	Little evidence for dosage pathogenicity	25363768	28263302					0	No evidence available							2019-02-27		
PHF6	84295	Xq26.2	chrX:133507342-133562822	3	Sufficient evidence for dosage pathogenicity	12415272	15994862	22190899	24092917	23906836	24380767	0	No evidence available							2021-02-24	301900	
PHF8	23133	Xp11.22	chrX:53963113-54071569	3	Sufficient evidence for dosage pathogenicity	16199551	17594395	28135719				0	No evidence available							2020-08-26	300263	
PHIP	55023	6q14.1	chr6:79644136-79788015	2	Some evidence for dosage pathogenicity	23033978	27900362	27824329				0	No evidence available							2018-03-28		
PHKB	5257	16q12.1	chr16:47495210-47735434	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	261750	
PHKG2	5261	16p11.2	chr16:30759620-30772497	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	613027	
PHLDA2	7262	11p15.4	chr11:2949503-2950650	0	No evidence available							0	No evidence available							2012-03-22		
PHYH	5264	10p13	chr10:13319796-13342130	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	266500	
PIGA	5277	Xp22.2	chrX:15337573-15353676	2	Some evidence for dosage pathogenicity	25473036	24357517	32452540				0	No evidence available							2021-11-09		
PIGN	23556	18q21.33	chr18:59711457-59854289	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	614080	
PIGO	84720	9p13.3	chr9:35088685-35096598	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	614749	
PIGW	284098	17q12	chr17:34890589-34895152	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	616025	
PIK3CA	5290	3q26.32	chr3:178866311-178957881	0	No evidence available							0	No evidence available							2015-03-12		
PIK3R2	5296	19p13.11	chr19:18263988-18281343	0	No evidence available							0	No evidence available							2015-06-25		
PINK1	65018	1p36.12	chr1:20959948-20978004	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	605909	
PIP5K1C	23396	19p13.3	chr19:3630179-3700490	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	611369	
PITPNA	5306	17p13.3	chr17:1421283-1466110	0	No evidence available							0	No evidence available							2012-06-07		
PITX2	5308	4q25	chr4:111538579-111563279	3	Sufficient evidence for dosage pathogenicity	14985297						0	No evidence available							2012-07-06	180500	
PITX3	5309	10q24.32	chr10:103989946-104001231	0	No evidence available							0	No evidence available							2013-11-06		
PKD1	5310	16p13.3	chr16:2138711-2185899	3	Sufficient evidence for dosage pathogenicity	25491204	24694054	29529603				0	No evidence available							2020-06-10		
PKD2	5311	4q22.1	chr4:88928799-88998931	3	Sufficient evidence for dosage pathogenicity	8650545	9402976					0	No evidence available							2012-07-06	613095	
PLA2G6	8398	22q13.1	chr22:38507502-38577836	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22		
PLAGL1	5325	6q24.2	chr6:144261437-144385736	0	No evidence available							0	No evidence available							2012-08-26		
PLCB1	23236	20p12.3	chr20:8112912-8865547	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	613722	
