Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
TTC7A	gene	TTC7A	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Gastrointestinal defects and immunodeficiency syndrome, 243150;Multiple intestinal atresia and severe combined immunodeficiency;Combined immunodeficiency;Immunodeficiencies with multiple intestinal atresias;Combined immunodeficiency-enteropathy spectrum;Bacterial (sepsis), fungal, viral infections, multiple intestinal atresias, often with intrauterine polyhydramnios and early demise, some with SCID phenotype;Combined immunodeficiencies with associated or syndromic features				23423984;23830146;24292712;24417819		False	3	100;0;0	2.465	False		ENSG00000068724	ENSG00000068724	HGNC:19750													
TYK2	gene	TYK2	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 35 611521;Hyper IgE syndrome (HIES);Susceptibility to intracellular bacteria (mycobacteria, Salmonella), viruses, +/- elevated IgE;Defects in Intrinsic and Innate Immunity				17088085;22402565;26304966		False	3	100;0;0	2.465	False		ENSG00000105397	ENSG00000105397	HGNC:12440													
UNC13D	gene	UNC13D	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Hemophagocytic lymphohistiocytosis, familial 3, 608898;FHL3;Familial hemophagocytic lymphohistiocytosis syndromes (FHLH);HPLH3;HLH3;Fever, HSM, HLH, cytopenias,;Diseases of Immune Dysregulation				15703195;16278825;17993578;27914778;15632205;14622600;29312353		False	3	100;0;0	2.465	False		ENSG00000092929	ENSG00000092929	HGNC:23147													
UNC93B1	gene	UNC93B1	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Herpes simplex encephalitis, susceptibility to, 1;Herpetic encephalitis (HSE);{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 1} 610551;Herpes simplex virus 1 encephalitis;Defects in Intrinsic and Innate Immunity				16973841;16415873;29768176		False	3	100;0;0	2.465	False		ENSG00000110057	ENSG00000110057	HGNC:13481													
UNG	gene	UNG	A- or hypo-gammaglobulinaemia v1.25;ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency with hyper IgM, type 5;Hyper IgM syndrome with lymphoid hyperplasia;CSR defects and Hyper IgM (HIGM) syndromes;Immunodeficiency with hyper IgM, type 5, 608106;Enlarged lymph nodes and germinal centers;Predominantly Antibody Deficiencies				12958596		False	3	100;0;0	2.465	False		ENSG00000076248	ENSG00000076248	HGNC:12572													
USB1	gene	USB1	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Poikiloderma with neutropenia, 604173;Clericuzio-type poikiloderma with neutropenia syndrome;Retinopathy, developmental delay, facial dysmorphisms, poikiloderma;Congenital defects of phagocyte number or function				20004881;20503306		False	3	100;0;0	2.465	False		ENSG00000103005	ENSG00000103005	HGNC:25792													
VPS13B	gene	VPS13B	Congenital neutropaenia v1.22;ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Cohen syndrome, 216550;Cohen syndrome;Dysmorphism, mental retardation, obesity, deafness, neutropenia;Congenital defects of phagocyte number or function				12730828;15154116;15211651;20461111;24311531		False	3	100;0;0	2.465	False		ENSG00000132549	ENSG00000132549	HGNC:2183													
VPS45	gene	VPS45	Congenital neutropaenia v1.22;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Neutropenia, severe congenital, 5, autosomal recessive, 615285;Neutropenia, severe congenital 5;VPS45 deficiency (SCN5);Extramedullary hematopoiesis, bone marrow fibrosis, nephromegaly;Congenital defects of phagocyte number or function				23738510; 23599270		False	3	100;0;0	2.465	False		ENSG00000136631	ENSG00000136631	HGNC:14579													
WAS	gene	WAS	Combined B and T cell defect v1.12;Congenital neutropaenia v1.22;ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Wiskott-Aldrich syndrome;Neutropenia, severe congenital, X-linked, 300299;X-linked thrombocytopenia;Wiskott-Aldrich syndrome (WAS);X-linked thrombocytopenia with mutations in WASP;Congenital neutropenia;Thrombocytopenia with small platelets, recurrent bacterial and viral infections, bloody diarrhea, eczema, lymphoma, autoimmune disease, IgA nephropathy, vasculitis;XL thrombocytopenia is a mild form of WAS, and XL neutropenia is caused by missense mutations in the GTPase binding domain of WASp;Combined immunodeficiencies with associated or syndromic features;Neutropenia, myeloid maturation arrest, monocytopenia, variable lymphoid anomalies;Congenital defects of phagocyte number or function				11242115;16804117		False	3	100;0;0	2.465	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000015285	ENSG00000015285	HGNC:12731													
WIPF1	gene	WIPF1	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Wiskott-Aldrich syndrome like, WIP deficiency;WIP deficiency;?Wiskott-Aldrich syndrome 2 614493;Thrombocytopenia with or without small platelets, recurrent bacterial and viral infections, eczema, bloody diarrhea, WAS protein absent;Combined immunodeficiencies with associated or syndromic features				22231303;9405671;11869681;14757742;27742395		False	3	100;0;0	2.465	False		ENSG00000115935	ENSG00000115935	HGNC:12736													
XIAP	gene	XIAP	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Lymphoproliferative syndrome, X-linked, 2;300635;Lymphoproliferative syndrome, X-linked, 2 (XLP2);X-linked lymphoproliferative syndrome (XLP);haemophagocytic lymphohistiocytosis;inflammatory bowel disease;splenomegaly;EBV infection, Splenomegaly, lymphoproliferation, HLH, Colitis, IBD, hepatitis, Low iNKT cells, hypogammaglobulinemia;Diseases of Immune Dysregulation				26581487;21119115;23973892;17080092;21173700;22228567;23131490;25943627;31754776		False	3	100;0;0	2.465	False		ENSG00000101966	ENSG00000101966	HGNC:592													
ZAP70	gene	ZAP70	ESID Registry 20171117;Expert Review Green;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;SCID v1.6;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Autoimmune disease, multisystem, infantile-onset, 2;Immunodeficiency 48;Severe Combined Immune Deficiency;Selective T-cell defect;Zap-70 deficiency;Combined immunodeficiency;Severe combined immunodeficiency (SCID);May have immune dysregulation, autoimmunity;Immunodeficiencies affecting cellular and humoral immunity;Severe autoimmunity;Diseases of Immune Dysregulation				1333922;8202713;19548248;21094993;18509675;26783323;2511270;25732729;8124727;25805655		False	3	100;0;0	2.465	False		ENSG00000115085	ENSG00000115085	HGNC:12858													
ZBTB24	gene	ZBTB24	ESID Registry 20171117;Expert Review Green;GRID V2.0;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency-centromeric instability-facial anomalies syndrome-2 614069;Immunodeficiency centromeric instability facial anomalies syndrome (ICF);Facial dysmorphic features, macroglossia, bacterial/opportunistic infections, malabsorption, cytopenias, malignancies,  multiradial configurations of chromosomes 1, 9, 16;Combined immunodeficiencies with associated or syndromic features				21596365;21906047		False	3	100;0;0	2.465	False		ENSG00000112365	ENSG00000112365	HGNC:21143													
ADAM17	gene	ADAM17	Expert Review Amber;GOSH PID v.8.0;GRID V2.0;IUIS Classification December 2019;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	inflammatory skin;Inflammatory skin and bowel disease, neonatal, 1;Inflammatory skin and bowel disease, neonatal 1, 614328;ADAM17 deficiency;Autoinflammatory Disorders;IBD-1;Early onset diarrhea and skin lesions;Recurrent infections				29560122;22010916;25058236;32048120;20603312;32086639;26683521;11149563;25804906;25171914;28930861		False	2	20;80;0	2.465	False		ENSG00000151694	ENSG00000151694	HGNC:195													
ALPI	gene	ALPI	Expert Review Amber;IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Autoinflammatory Disorders;ALPI deficiency;Inflammatory bowel disease				32086639;32048120;29567797		False	2	0;100;0	2.465	False		ENSG00000163295	ENSG00000163295	HGNC:437													
AP1S3	gene	AP1S3	Expert Review Amber;IUIS Classification December 2019;IUIS Classification February 2018;London North GLH;NHS GMS;North West GLH;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Pustular psoriasis, 616106;Pustular psoriasis;Autoinflammatory Disorders				32086639;24791904;32048120		False	2	0;100;0	2.465	False		ENSG00000152056	ENSG00000152056	HGNC:18971													
AP3D1	gene	AP3D1	Expert Review Amber;IUIS Classification December 2019;IUIS Classification February 2018;Literature;Other	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Oculocutaneous albinism, recurrent infections, seizures, hearing loss and neurodevelopmental delay;Diseases of Immune Dysregulation;Hermansky-Pudlak syndrome with neutropenia;Oculocutaneous albinism, severe neutropenia, recurrent infections, seizures, hearing loss and neurodevelopmental delay;albinism;HSP10;seizures;neutropenia;Immunodeficient HPS;neuordevelopmental delay;Hermansky-Pudlak syndrome;?Hermansky-Pudlak syndrome 10, 617050				32086639;26744459;30472485;32048120		False	2	0;33;67	2.465	False		ENSG00000065000	ENSG00000065000	HGNC:568													
BCL10	gene	BCL10	Expert Review Amber;GRID V2.0;IUIS Classification December 2019;IUIS Classification February 2018;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	?Immunodeficiency 37, 616098;Combined immunodeficiency with B cell, T cell, and fibroblast defects;Recurrent bacterial and viral infections, candidiasis, gastroenteritis;Immunodeficiencies affecting cellular and humoral immunity				32086639;25365219;32048120		False	2	67;33;0	2.465	False		ENSG00000142867	ENSG00000142867	HGNC:989													
BCL11B	gene	BCL11B	Expert Review Amber;IUIS Classification December 2019;IUIS Classification February 2018;Other	Primary immunodeficiency			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	?Immunodeficiency 49, 617237;leaky SCID;Congenital abnormalities, neonatal teeth, dysmorphic facies, absent corpus callosum, neurocognitive deficits;Immunodeficiencies affecting cellular and humoral immunity;Combined immunodeficiencies with associated or syndromic features				27959755;32086639;29296816;32048120		False	2	50;50;0	2.465	False		ENSG00000127152	ENSG00000127152	HGNC:13222													
BLOC1S6	gene	BLOC1S6	Expert Review Amber;GRID V2.0;GRID V2.0North West GLH;NHS GMS;Victorian Clinical Genetics Services, London North GLH	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Hermansky-pudlak syndrome 9, 614171;HPS9, palladin deficiency (NK cell defect);Immune Dysregulation				22461475;20301464;26575419;21665000;32245340		False	2	0;67;33	2.465	False		ENSG00000104164	ENSG00000104164	HGNC:8549													
C17orf62	gene	C17orf62	Expert Review Amber;IUIS Classification December 2019	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Autosomal recessive CGD EROS;Congenital defects of phagocyte number or function;Chronic granulomatous disease				30312704;30361506;32086639;32048120;28351984		False	2	50;50;0	2.465	False		ENSG00000178927	ENSG00000178927	HGNC:28672													
CD247	gene	CD247	ESID Registry 20171117;Expert Review Amber;GOSH PID v.8.0;GRID V2.0;IUIS Classification February 2018;Other;SCID v1.6;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	T-B+ severe combined immunodeficiency due to CD3zeta;?Immunodeficiency 25;T-B+ SCID;Immunodeficiency 25, 610163;Atypical Severe Combined Immunodeficiency (Atypical SCID);Severe combined immunodeficiency (SCID);Nl NK, no g/d T cells;Immunodeficiencies affecting cellular and humoral immunity				26690594;26542031;17170122;27555457;25688246;16672702;https://doi.org/10.14785/lpsn-2014-0012		False	2	20;40;40	2.465	False		ENSG00000198821	ENSG00000198821	HGNC:1677													
CD4	gene	CD4	ESID Registry 20171117;Expert Review Amber	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Selective CD4 cell deficiency;OKT4 epitope deficiency, 613949;Absence of CD4+ T cells;exuberant, relapsing, treatment-refractory warts				31781092		False	2	0;67;33	2.465	False		ENSG00000010610	ENSG00000010610	HGNC:1678													
CD81	gene	CD81	ESID Registry 20171117;Expert Review Amber;GRID V2.0;IUIS Classification December 2019;IUIS Classification February 2018;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	Common variable immunodeficiency disorders (CVID);Immunodeficiency, common variable 6, 613496;hypogammaglobulinaemia;CD81 deficiency;Isolated IgG subclass deficiency;Predominantly Antibody Deficiencies;Recurrent infections, may have glomerulonephritis				27250108;14530327;20237408;32048120;32086639		False	2	0;100;0	2.465	False		ENSG00000110651	ENSG00000110651	HGNC:1701													
CD8A	gene	CD8A	ESID Registry 20171117;Expert Review Amber;GRID V2.0;IUIS Classification December 2019;IUIS Classification February 2018;Other;Victorian Clinical Genetics Services	Primary immunodeficiency			BIALLELIC, autosomal or pseudoautosomal	CD8 deficiency familial, 608957;Susceptibility to respiratory infections associated with CD8alpha chain mutation;Recurrent infections, may be asymptomatic;Immunodeficiencies affecting cellular and humoral immunity				32048120;32086639;26563160;17658607;11435463		False	2	0;100;0	2.465	False		ENSG00000153563	ENSG00000153563	HGNC:1706													
